,passengerid,survived,pclass,name,age,sibsp,parch,ticket,fare,embarked,family_size,sex_0,sex_1,title_1,title_2,title_3,title_4,title_5,title_6,title_7,ticket_number,passengers_per_ticket,true_fare,true_fare_scaled
809,810,1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",33.0,1,0,113806,53.1,1.0,2,0,1,0,1,0,0,0,0,0,113806,2,26.55,0.11971322932635944
810,811,0,3,"Alexander, Mr. William",26.0,0,0,3474,7.8875,1.0,1,1,0,1,0,0,0,0,0,0,3474,1,7.89,0.035575795833709074
811,812,0,3,"Lester, Mr. James",39.0,0,0,A/4 48871,24.15,1.0,1,1,0,1,0,0,0,0,0,0,48871,2,12.08,0.05446839210027955
812,813,0,2,"Slemen, Mr. Richard James",35.0,0,0,28206,10.5,1.0,1,1,0,1,0,0,0,0,0,0,28206,1,10.5,0.04734421498782577
813,814,0,3,"Andersson, Miss. Ebba Iris Alfrida",6.0,4,2,347082,31.275,1.0,7,0,1,0,0,1,0,0,0,0,347082,7,4.47,0.020155108666245827
814,815,0,3,"Tomlin, Mr. Ernest Portage",30.5,0,0,364499,8.05,1.0,1,1,0,1,0,0,0,0,0,0,364499,1,8.05,0.03629723149066642
815,816,0,1,"Fry, Mr. Richard",30.0,0,0,112058,0.0,1.0,1,1,0,1,0,0,0,0,0,0,112058,1,0.0,0.0
816,817,0,3,"Heininen, Miss. Wendla Maria",23.0,0,0,STON/O2. 3101290,7.925,1.0,1,0,1,0,0,1,0,0,0,0,3101290,1,7.92,0.03571106501938858
817,818,0,2,"Mallet, Mr. Albert",31.0,1,1,S.C./PARIS 2079,37.0042,3.0,3,1,0,1,0,0,0,0,0,0,2079,2,18.5,0.08341599783569302
818,819,0,3,"Holm, Mr. John Fredrik Alexander",43.0,0,0,C 7075,6.45,1.0,1,1,0,1,0,0,0,0,0,0,7075,1,6.45,0.029082874921092974
819,820,0,3,"Skoog, Master. Karl Thorsten",10.0,3,2,347088,27.9,1.0,6,1,0,0,0,0,1,0,0,0,347088,6,4.65,0.02096672378032284
820,821,1,1,"Hays, Mrs. Charles Melville (Clara Jennings Gregg)",52.0,1,1,12749,93.5,1.0,3,0,1,0,1,0,0,0,0,0,12749,2,46.75,0.21079448101722426
821,822,1,3,"Lulic, Mr. Nikola",27.0,0,0,315098,8.6625,1.0,1,1,0,1,0,0,0,0,0,0,315098,1,8.66,0.0390477049328163
822,823,0,1,"Reuchlin, Jonkheer. John George",38.0,0,0,19972,0.0,1.0,1,1,0,0,0,0,0,1,0,0,19972,1,0.0,0.0
823,824,1,3,"Moor, Mrs. (Beila)",27.0,0,1,392096,12.475,1.0,2,0,1,0,1,0,0,0,0,0,392096,2,6.24,0.028135990621336458
824,825,0,3,"Panula, Master. Urho Abraham",2.0,4,1,3101295,39.6875,1.0,6,1,0,0,0,0,1,0,0,0,3101295,6,6.61,0.02980431057805032
825,826,0,3,"Flynn, Mr. John",30.0,0,0,368323,6.95,2.0,1,1,0,1,0,0,0,0,0,0,368323,1,6.95,0.03133736134908468
826,827,0,3,"Lam, Mr. Len",30.0,0,0,1601,56.4958,1.0,1,1,0,1,0,0,0,0,0,0,1601,7,8.07,0.036387410947786095
827,828,1,2,"Mallet, Master. Andre",1.0,0,2,S.C./PARIS 2079,37.0042,3.0,3,1,0,0,0,0,1,0,0,0,2079,2,18.5,0.08341599783569302
828,829,1,3,"McCormack, Mr. Thomas Joseph",30.0,0,0,367228,7.75,2.0,1,1,0,1,0,0,0,0,0,0,367228,1,7.75,0.0349445396338714
829,830,1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",62.0,0,0,113572,80.0,,1,0,1,0,1,0,0,0,0,0,113572,2,40.0,0.18035891423933625
830,831,1,3,"Yasbeck, Mrs. Antoni (Selini Alexander)",15.0,1,0,2659,14.4542,3.0,2,0,1,0,1,0,0,0,0,0,2659,2,7.23,0.032599873748760035
831,832,1,2,"Richards, Master. George Sibley",0.83,1,1,29106,18.75,1.0,3,1,0,0,0,0,1,0,0,0,29106,3,6.25,0.02818108034989629
832,833,0,3,"Saad, Mr. Amin",30.0,0,0,2671,7.2292,3.0,1,1,0,1,0,0,0,0,0,0,2671,1,7.23,0.032599873748760035
833,834,0,3,"Augustsson, Mr. Albert",23.0,0,0,347468,7.8542,1.0,1,1,0,1,0,0,0,0,0,0,347468,1,7.85,0.03539543691946974
834,835,0,3,"Allum, Mr. Owen George",18.0,0,0,2223,8.3,1.0,1,1,0,1,0,0,0,0,0,0,2223,1,8.3,0.03742447470466228
835,836,1,1,"Compton, Miss. Sara Rebecca",39.0,1,1,PC 17756,83.1583,3.0,3,0,1,0,0,1,0,0,0,0,17756,1,83.16,0.37496618270358006
836,837,0,3,"Pasic, Mr. Jakob",21.0,0,0,315097,8.6625,1.0,1,1,0,1,0,0,0,0,0,0,315097,1,8.66,0.0390477049328163
837,838,0,3,"Sirota, Mr. Maurice",30.0,0,0,392092,8.05,1.0,1,1,0,1,0,0,0,0,0,0,392092,1,8.05,0.03629723149066642
838,839,1,3,"Chip, Mr. Chang",32.0,0,0,1601,56.4958,1.0,1,1,0,1,0,0,0,0,0,0,1601,7,8.07,0.036387410947786095
839,840,1,1,"Marechal, Mr. Pierre",30.0,0,0,11774,29.7,3.0,1,1,0,1,0,0,0,0,0,0,11774,1,29.7,0.13391649382270718
840,841,0,3,"Alhomaki, Mr. Ilmari Rudolf",20.0,0,0,SOTON/O2 3101287,7.925,1.0,1,1,0,1,0,0,0,0,0,0,3101287,1,7.92,0.03571106501938858
841,842,0,2,"Mudd, Mr. Thomas Charles",16.0,0,0,S.O./P.P. 3,10.5,1.0,1,1,0,1,0,0,0,0,0,0,3,2,5.25,0.023672107493912884
842,843,1,1,"Serepeca, Miss. Augusta",30.0,0,0,113798,31.0,3.0,1,0,1,0,0,1,0,0,0,0,113798,2,15.5,0.0698890792677428
843,844,0,3,"Lemberopolous, Mr. Peter L",34.5,0,0,2683,6.4375,3.0,1,1,0,1,0,0,0,0,0,0,2683,1,6.44,0.02903778519253314
844,845,0,3,"Culumovic, Mr. Jeso",17.0,0,0,315090,8.6625,1.0,1,1,0,1,0,0,0,0,0,0,315090,1,8.66,0.0390477049328163
845,846,0,3,"Abbing, Mr. Anthony",42.0,0,0,C.A. 5547,7.55,1.0,1,1,0,1,0,0,0,0,0,0,5547,1,7.55,0.03404274506267472
846,847,0,3,"Sage, Mr. Douglas Bullen",30.0,8,2,CA. 2343,69.55,1.0,11,1,0,1,0,0,0,0,0,0,2343,7,9.94,0.04481919018847506
847,848,0,3,"Markoff, Mr. Marin",35.0,0,0,349213,7.8958,3.0,1,1,0,1,0,0,0,0,0,0,349213,1,7.9,0.03562088556226891
848,849,0,2,"Harper, Rev. John",28.0,0,1,248727,33.0,1.0,2,1,0,0,0,0,0,0,1,0,248727,3,11.0,0.04959870141581747
849,850,1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",35.0,1,0,17453,89.1042,3.0,2,0,1,0,1,0,0,0,0,0,17453,2,44.55,0.20087474073406075
850,851,0,3,"Andersson, Master. Sigvard Harald Elias",4.0,4,2,347082,31.275,1.0,7,1,0,0,0,0,1,0,0,0,347082,7,4.47,0.020155108666245827
851,852,0,3,"Svensson, Mr. Johan",74.0,0,0,347060,7.775,1.0,1,1,0,1,0,0,0,0,0,0,347060,1,7.78,0.0350798088195509
852,853,0,3,"Boulos, Miss. Nourelain",9.0,1,1,2678,15.2458,3.0,3,0,1,0,0,1,0,0,0,0,2678,2,7.62,0.03435837316259356
853,854,1,1,"Lines, Miss. Mary Conover",16.0,0,1,PC 17592,39.4,1.0,2,0,1,0,0,1,0,0,0,0,17592,1,39.4,0.1776535305257462
854,855,0,2,"Carter, Mrs. Ernest Courtenay (Lilian Hughes)",44.0,1,0,244252,26.0,1.0,2,0,1,0,1,0,0,0,0,0,244252,2,13.0,0.058616647127784284
855,856,1,3,"Aks, Mrs. Sam (Leah Rosen)",18.0,0,1,392091,9.35,1.0,2,0,1,0,1,0,0,0,0,0,392091,1,9.35,0.04215889620344485
856,857,1,1,"Wick, Mrs. George Dennick (Mary Hitchcock)",45.0,1,1,36928,164.8667,1.0,3,0,1,0,1,0,0,0,0,0,36928,2,82.43,0.37167463251871224
857,858,1,1,"Daly, Mr. Peter Denis ",51.0,0,0,113055,26.55,1.0,1,1,0,1,0,0,0,0,0,0,113055,1,26.55,0.11971322932635944
858,859,1,3,"Baclini, Mrs. Solomon (Latifa Qurban)",24.0,0,3,2666,19.2583,3.0,4,0,1,0,1,0,0,0,0,0,2666,4,4.81,0.021688159437280183
859,860,0,3,"Razi, Mr. Raihed",30.0,0,0,2629,7.2292,3.0,1,1,0,1,0,0,0,0,0,0,2629,1,7.23,0.032599873748760035
860,861,0,3,"Hansen, Mr. Claus Peter",41.0,2,0,350026,14.1083,1.0,3,1,0,1,0,0,0,0,0,0,350026,1,14.11,0.06362160699792586
861,862,0,2,"Giles, Mr. Frederick Edward",21.0,1,0,28134,11.5,1.0,2,1,0,1,0,0,0,0,0,0,28134,1,11.5,0.05185318784380918
862,863,1,1,"Swift, Mrs. Frederick Joel (Margaret Welles Barron)",48.0,0,0,17466,25.9292,1.0,1,0,1,0,1,0,0,0,0,0,17466,1,25.93,0.11691766615564973
863,864,0,3,"Sage, Miss. Dorothy Edith ""Dolly""",21.0,8,2,CA. 2343,69.55,1.0,11,0,1,0,0,1,0,0,0,0,2343,7,9.94,0.04481919018847506
864,865,0,2,"Gill, Mr. John William",24.0,0,0,233866,13.0,1.0,1,1,0,1,0,0,0,0,0,0,233866,1,13.0,0.058616647127784284
865,866,1,2,"Bystrom, Mrs. (Karolina)",42.0,0,0,236852,13.0,1.0,1,0,1,0,1,0,0,0,0,0,236852,1,13.0,0.058616647127784284
866,867,1,2,"Duran y More, Miss. Asuncion",27.0,1,0,SC/PARIS 2149,13.8583,3.0,2,0,1,0,0,1,0,0,0,0,2149,1,13.86,0.062494363783930015
867,868,0,1,"Roebling, Mr. Washington Augustus II",31.0,0,0,PC 17590,50.4958,1.0,1,1,0,1,0,0,0,0,0,0,17590,1,50.5,0.22770312922716204
868,869,0,3,"van Melkebeke, Mr. Philemon",30.0,0,0,345777,9.5,1.0,1,1,0,1,0,0,0,0,0,0,345777,1,9.5,0.04283524213184236
869,870,1,3,"Johnson, Master. Harold Theodor",4.0,1,1,347742,11.1333,1.0,3,1,0,0,0,0,1,0,0,0,347742,3,3.71,0.01672828929569844
870,871,0,3,"Balkic, Mr. Cerin",26.0,0,0,349248,7.8958,1.0,1,1,0,1,0,0,0,0,0,0,349248,1,7.9,0.03562088556226891
871,872,1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",47.0,1,1,11751,52.5542,1.0,3,0,1,0,1,0,0,0,0,0,11751,2,26.28,0.11849580665524392
872,873,0,1,"Carlsson, Mr. Frans Olof",33.0,0,0,695,5.0,1.0,1,1,0,1,0,0,0,0,0,0,695,1,5.0,0.022544864279917032
873,874,0,3,"Vander Cruyssen, Mr. Victor",47.0,0,0,345765,9.0,1.0,1,1,0,1,0,0,0,0,0,0,345765,1,9.0,0.04058075570385066
874,875,1,2,"Abelson, Mrs. Samuel (Hannah Wizosky)",28.0,1,0,P/PP 3381,24.0,3.0,2,0,1,0,1,0,0,0,0,0,3381,2,12.0,0.05410767427180088
875,876,1,3,"Najib, Miss. Adele Kiamie ""Jane""",15.0,0,0,2667,7.225,3.0,1,0,1,0,0,1,0,0,0,0,2667,1,7.22,0.03255478402020019
876,877,0,3,"Gustafsson, Mr. Alfred Ossian",20.0,0,0,7534,9.8458,1.0,1,1,0,1,0,0,0,0,0,0,7534,2,4.92,0.02218414645143836
877,878,0,3,"Petroff, Mr. Nedelio",19.0,0,0,349212,7.8958,1.0,1,1,0,1,0,0,0,0,0,0,349212,1,7.9,0.03562088556226891
878,879,0,3,"Laleff, Mr. Kristo",30.0,0,0,349217,7.8958,1.0,1,1,0,1,0,0,0,0,0,0,349217,1,7.9,0.03562088556226891
879,880,1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",56.0,0,1,11767,83.1583,3.0,2,0,1,0,1,0,0,0,0,0,11767,2,41.58,0.18748309135179003
880,881,1,2,"Shelley, Mrs. William (Imanita Parrish Hall)",25.0,0,1,230433,26.0,1.0,2,0,1,0,1,0,0,0,0,0,230433,2,13.0,0.058616647127784284
881,882,0,3,"Markun, Mr. Johann",33.0,0,0,349257,7.8958,1.0,1,1,0,1,0,0,0,0,0,0,349257,1,7.9,0.03562088556226891
882,883,0,3,"Dahlberg, Miss. Gerda Ulrika",22.0,0,0,7552,10.5167,1.0,1,0,1,0,0,1,0,0,0,0,7552,1,10.52,0.04743439444494543
883,884,0,2,"Banfield, Mr. Frederick James",28.0,0,0,C.A./SOTON 34068,10.5,1.0,1,1,0,1,0,0,0,0,0,0,34068,1,10.5,0.04734421498782577
884,885,0,3,"Sutehall, Mr. Henry Jr",25.0,0,0,SOTON/OQ 392076,7.05,1.0,1,1,0,1,0,0,0,0,0,0,392076,1,7.05,0.031788258634683014
885,886,0,3,"Rice, Mrs. William (Margaret Norton)",39.0,0,5,382652,29.125,2.0,6,0,1,0,1,0,0,0,0,0,382652,5,5.82,0.026242222021823428
886,887,0,2,"Montvila, Rev. Juozas",27.0,0,0,211536,13.0,1.0,1,1,0,0,0,0,0,0,1,0,211536,1,13.0,0.058616647127784284
887,888,1,1,"Graham, Miss. Margaret Edith",19.0,0,0,112053,30.0,1.0,1,0,1,0,0,1,0,0,0,0,112053,1,30.0,0.1352691856795022
888,889,0,3,"Johnston, Miss. Catherine Helen ""Carrie""",21.0,1,2,W./C. 6607,23.45,1.0,4,0,1,0,0,1,0,0,0,0,6607,2,11.72,0.052845161872125526
889,890,1,1,"Behr, Mr. Karl Howell",26.0,0,0,111369,30.0,3.0,1,1,0,1,0,0,0,0,0,0,111369,1,30.0,0.1352691856795022
890,891,0,3,"Dooley, Mr. Patrick",32.0,0,0,370376,7.75,2.0,1,1,0,1,0,0,0,0,0,0,370376,1,7.75,0.0349445396338714
